om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
444523,2013,4,10,2013-04-10,19:10:00,3,MO,29,0,0,0,0,0.0,0.0,38.6099,-90.2867,38.6116,-90.2827,0.25,50.0,1,1,1,510,0,0,0,0
434173,2013,4,10,2013-04-10,19:26:00,3,AR,5,0,1,0,0,0.5,0.0,33.8242,-91.6849,33.9016,-91.614,6.72,400.0,1,1,1,79,0,0,0,0
438010,2013,4,10,2013-04-10,19:58:00,3,MO,29,0,0,0,0,0.02,0.0,36.6886,-90.3234,36.7075,-90.3028,1.73,75.0,1,1,1,23,0,0,0,0
438011,2013,4,10,2013-04-10,20:05:00,3,MO,29,0,0,0,0,0.04,0.0,36.8005,-90.1256,36.809,-90.1,1.53,50.0,1,1,1,207,0,0,0,0
439748,2013,4,11,2013-04-11,10:35:00,3,MS,28,0,3,9,1,1.2,0.0,32.6393,-88.8665,33.2652,-88.3107,53.98,1320.0,2,1,2,69,103,0,0,0
439748,2013,4,11,2013-04-11,10:35:00,3,MS,28,0,3,9,1,1.2,0.0,32.6393,-88.8665,33.4142,-88.1995,66.35,1320.0,2,0,1,0,0,0,0,0
439748,2013,4,11,2013-04-11,11:48:00,3,AL,1,0,1,0,0,0.0,0.0,33.2654,-88.3073,33.4142,-88.1995,12.37,1050.0,2,1,2,107,0,0,0,0
435731,2013,4,11,2013-04-11,12:05:00,3,LA,22,0,1,0,0,0.1,0.0,30.278,-89.8921,30.3534,-89.7739,8.76,120.0,1,1,1,103,0,0,0,0
449838,2013,4,11,2013-04-11,13:45:00,3,AL,1,0,1,0,0,0.0,0.0,33.9197,-87.5361,33.9628,-87.4577,5.49,500.0,1,1,1,127,0,0,0,0
449840,2013,4,11,2013-04-11,13:57:00,3,AL,1,0,1,0,0,0.0,0.0,34.0128,-87.4332,34.0346,-87.394,2.63,250.0,1,1,1,133,0,0,0,0
449841,2013,4,11,2013-04-11,14:10:00,3,AL,1,0,1,0,0,0.0,0.0,34.1421,-87.3203,34.159,-87.3199,1.17,300.0,1,1,1,133,0,0,0,0
449842,2013,4,11,2013-04-11,14:26:00,3,AL,1,0,1,1,0,0.0,0.0,34.1931,-87.1196,34.1984,-87.1218,0.38,50.0,1,1,1,133,0,0,0,0
449847,2013,4,11,2013-04-11,15:18:00,3,AL,1,0,1,0,0,0.0,0.0,32.8455,-87.1709,33.0034,-86.8788,20.16,800.0,1,1,1,7,0,0,0,0
448848,2013,4,11,2013-04-11,15:20:00,3,AL,1,0,1,0,0,0.0,0.0,34.6146,-86.6387,34.6651,-86.5405,6.58,300.0,1,1,1,89,0,0,0,0
448850,2013,4,11,2013-04-11,15:32:00,3,AL,1,0,1,0,0,0.0,0.0,34.7017,-86.5049,34.7148,-86.4876,1.34,75.0,1,1,1,89,0,0,0,0
444574,2013,4,11,2013-04-11,16:23:00,3,GA,13,0,0,0,0,0.03,0.0,33.675,-85.305,33.735,-85.237,5.7,150.0,1,1,1,143,0,0,0,0
435326,2013,4,11,2013-04-11,16:29:00,3,AL,1,0,1,0,0,1.5,0.0,30.5131,-88.1456,30.5185,-88.1336,0.81,75.0,1,1,1,97,0,0,0,0
444584,2013,4,11,2013-04-11,17:01:00,3,GA,13,0,0,0,0,0.015,0.0,33.988,-84.995,33.993,-84.993,0.36,25.0,1,1,1,233,0,0,0,0
444568,2013,4,11,2013-04-11,19:23:00,3,GA,13,0,1,0,0,0.325,0.0,34.4515,-83.93,34.4879,-83.8744,4.07,250.0,1,1,1,187,139,187,0,0
449849,2013,4,11,2013-04-11,19:34:00,3,AL,1,0,2,1,0,0.0,0.0,32.5327,-85.7365,32.5967,-85.6934,5.09,200.0,1,1,1,87,81,0,0,0
439373,2013,4,13,2013-04-13,14:30:00,3,TX,48,0,0,0,0,0.0,0.0,30.3006,-103.775,30.2629,-103.773,2.61,300.0,1,1,1,43,0,0,0,0
434389,2013,4,14,2013-04-14,13:30:00,3,FL,12,0,0,0,0,0.02,0.0,29.7484,-84.8935,29.7456,-84.8627,1.86,10.0,1,1,1,37,0,0,0,0
434975,2013,4,14,2013-04-14,18:42:00,3,FL,12,0,0,0,0,0.0,0.0,28.3771,-80.7388,28.3814,-80.7363,0.33,100.0,1,1,1,9,0,0,0,0
434978,2013,4,14,2013-04-14,19:11:00,3,FL,12,0,0,0,0,0.0,0.0,28.273,-80.7507,28.2714,-80.7418,0.55,100.0,1,1,1,9,0,0,0,0
445853,2013,4,17,2013-04-17,16:31:00,3,MO,29,0,1,0,0,0.0,0.0,39.3775,-92.1188,39.4404,-92.0054,7.45,70.0,1,1,1,137,0,0,0,0
445861,2013,4,17,2013-04-17,16:35:00,3,MO,29,0,0,0,0,0.0,0.0,39.4018,-92.0592,39.4022,-92.058,0.07,40.0,1,1,1,137,0,0,0,0
445869,2013,4,17,2013-04-17,17:00:00,3,MO,29,0,0,0,0,0.0,0.0,39.5863,-91.8011,39.589,-91.7934,0.45,60.0,1,1,1,137,0,0,0,0
446456,2013,4,17,2013-04-17,17:50:00,3,OK,40,0,0,0,0,0.2,0.0,34.58,-98.5633,34.603,-98.5103,3.41,100.0,1,1,1,31,0,0,0,0
446473,2013,4,17,2013-04-17,19:03:00,3,TX,48,0,0,0,0,0.005,0.0,34.17,-98.98,34.1759,-98.9635,1.03,100.0,1,1,1,487,0,0,0,0
446474,2013,4,17,2013-04-17,19:11:00,3,TX,48,0,0,0,0,0.0,0.0,34.2,-98.97,34.201,-98.9675,0.16,100.0,1,1,1,487,0,0,0,0
446459,2013,4,17,2013-04-17,19:35:00,3,OK,40,0,1,0,0,0.5,0.0,34.2688,-98.8032,34.2505,-98.7148,5.21,200.0,1,1,1,141,0,0,0,0
436278,2013,4,17,2013-04-17,22:50:00,3,OK,40,0,0,0,0,0.0,0.0,35.8715,-96.0166,35.878,-96.0126,0.5,50.0,1,1,1,143,0,0,0,0
436279,2013,4,17,2013-04-17,23:01:00,3,OK,40,0,0,0,0,0.05,0.0,35.9739,-95.8363,35.988,-95.8506,1.3,250.0,1,1,1,143,0,0,0,0
436288,2013,4,17,2013-04-17,23:03:00,3,OK,40,0,1,0,0,0.25,0.0,35.97,-95.8503,35.9994,-95.8385,2.1,400.0,1,1,1,143,0,0,0,0
436297,2013,4,17,2013-04-17,23:28:00,3,OK,40,0,0,0,0,0.04,0.0,36.0989,-95.5336,36.1089,-95.5258,0.9,125.0,1,1,1,131,0,0,0,0
436298,2013,4,17,2013-04-17,23:29:00,3,OK,40,0,1,0,0,0.1,0.0,36.1216,-95.5246,36.1372,-95.5011,1.8,140.0,1,1,1,131,0,0,0,0
436299,2013,4,17,2013-04-17,23:33:00,3,OK,40,0,1,0,0,0.08,0.0,36.1465,-95.5014,36.157,-95.4771,1.9,180.0,1,1,1,131,0,0,0,0
436300,2013,4,17,2013-04-17,23:48:00,3,OK,40,0,1,0,0,0.03,0.0,36.25,-95.2861,36.3061,-95.1922,6.5,100.0,1,1,1,97,0,0,0,0
436302,2013,4,18,2013-04-18,00:07:00,3,OK,40,0,1,2,0,0.75,0.0,36.3752,-95.0788,36.4011,-95.0248,3.5,350.0,1,1,1,97,0,0,0,0
436304,2013,4,18,2013-04-18,00:30:00,3,OK,40,0,2,0,0,0.4,0.0,36.4918,-94.7809,36.5513,-94.6567,8.0,800.0,1,1,1,41,0,0,0,0
441168,2013,4,18,2013-04-18,07:36:00,3,IL,17,0,0,0,0,0.015,0.0,40.4563,-88.3207,40.4622,-88.3133,0.57,20.0,1,1,1,53,0,0,0,0
439905,2013,4,18,2013-04-18,14:08:00,3,AR,5,0,1,0,0,0.02,0.0,33.0432,-91.97,33.0891,-91.9211,4.25,150.0,1,1,1,3,0,0,0,0
439912,2013,4,18,2013-04-18,15:38:00,3,AR,5,0,0,0,0,0.0,0.0,33.0751,-91.2272,33.0791,-91.2211,0.45,50.0,1,1,1,17,0,0,0,0
440271,2013,4,18,2013-04-18,16:03:00,3,MS,28,0,1,0,0,0.025,0.0,32.944,-91.061,32.959,-91.032,1.98,50.0,1,1,1,55,0,0,0,0
440272,2013,4,18,2013-04-18,16:09:00,3,MS,28,0,0,0,0,0.0,0.0,33.3193,-90.8568,33.3214,-90.8528,0.27,50.0,1,1,1,151,0,0,0,0
440269,2013,4,18,2013-04-18,16:19:00,3,LA,22,0,1,0,0,0.05,0.0,32.5705,-91.2043,32.582,-91.157,2.87,75.0,1,1,1,35,0,0,0,0
440276,2013,4,18,2013-04-18,16:21:00,3,MS,28,0,0,0,0,0.0,0.0,33.027,-90.87,33.032,-90.844,1.55,50.0,1,1,1,125,0,0,0,0
440270,2013,4,18,2013-04-18,16:23:00,3,LA,22,0,0,0,0,0.0,0.0,32.448,-91.216,32.452,-91.211,0.4,50.0,1,1,1,65,0,0,0,0
440277,2013,4,18,2013-04-18,16:29:00,3,MS,28,0,0,0,0,0.005,0.0,33.0655,-90.7431,33.0678,-90.7393,0.27,25.0,1,1,1,125,0,0,0,0
439511,2013,4,18,2013-04-18,19:24:00,3,KY,21,0,0,0,0,0.01,0.0,36.5479,-88.7334,36.551,-88.7289,0.33,100.0,1,1,1,83,0,0,0,0
439512,2013,4,18,2013-04-18,19:31:00,3,KY,21,0,0,0,0,0.003,0.0,36.6065,-88.6542,36.65,-88.6361,3.17,100.0,1,1,1,83,0,0,0,0
439513,2013,4,18,2013-04-18,19:54:00,3,KY,21,0,0,0,0,0.043,0.0,36.8578,-88.52,36.8834,-88.4633,3.6,150.0,1,1,1,83,157,0,0,0
449571,2013,4,19,2013-04-19,01:03:00,3,TN,47,0,1,0,0,0.0,0.0,35.2169,-86.4448,35.2279,-86.3916,3.1,400.0,1,1,1,103,0,0,0,0
449576,2013,4,19,2013-04-19,01:09:00,3,TN,47,0,1,0,0,0.0,0.0,35.2279,-86.3916,35.2669,-86.3351,4.17,400.0,1,1,1,127,0,0,0,0
444681,2013,4,19,2013-04-19,11:12:00,3,GA,13,0,2,1,0,0.5025,0.0,33.5069,-83.7465,33.5408,-83.6246,11.04,175.0,1,1,1,217,211,0,0,0
449087,2013,4,19,2013-04-19,16:36:00,3,VA,51,0,1,0,0,0.04,0.002,38.3,-78.49,38.31,-78.49,0.75,150.0,1,1,1,177,0,0,0,0
449088,2013,4,19,2013-04-19,17:26:00,3,MD,24,0,0,0,0,0.025,0.005,38.837,-76.813,38.843,-76.807,0.5,75.0,1,1,1,33,0,0,0,0
436335,2013,4,19,2013-04-19,17:53:00,3,NY,36,0,0,0,0,0.1,0.0,42.2472,-75.452,42.2675,-75.3948,3.2,200.0,1,1,1,17,25,0,0,0
446499,2013,4,24,2013-04-24,08:55:00,3,LA,22,0,0,0,0,0.02,0.0,30.301,-91.109,30.303,-91.103,0.38,75.0,1,1,1,47,0,0,0,0
446496,2013,4,24,2013-04-24,10:48:00,3,LA,22,0,1,0,0,0.15,0.0,30.044,-90.272,30.031,-90.272,0.9,50.0,1,1,1,51,0,0,0,0
446497,2013,4,24,2013-04-24,10:52:00,3,LA,22,0,0,2,0,0.1,0.0,30.009,-90.2,29.983,-90.178,2.23,75.0,1,1,1,51,0,0,0,0
449210,2013,4,26,2013-04-26,17:31:00,3,OK,40,0,0,0,0,0.0,0.0,35.95,-98.99,35.949,-98.9873,0.16,50.0,1,1,1,43,0,0,0,0
439067,2013,4,27,2013-04-27,19:32:00,3,LA,22,0,1,0,0,0.0,0.0,32.38,-93.0949,32.3699,-93.0576,2.29,880.0,1,1,1,13,0,0,0,0
463806,2013,4,27,2013-04-27,20:13:00,3,TN,47,0,1,1,0,0.1,0.0,35.3746,-89.4956,35.3762,-89.4758,1.12,250.0,1,1,1,47,0,0,0,0
448010,2013,4,27,2013-04-27,20:55:00,3,MS,28,0,2,0,0,0.12,0.0,34.184,-89.9106,34.1905,-89.8992,0.79,75.0,1,1,1,107,0,0,0,0
445194,2013,4,28,2013-04-28,11:30:00,3,GA,13,0,0,0,0,0.06,0.0,33.2877,-84.7611,33.2888,-84.759,0.14,50.0,1,1,1,77,0,0,0,0
445196,2013,4,28,2013-04-28,13:20:00,3,GA,13,0,0,0,0,0.02,0.0,33.4733,-84.0381,33.4765,-84.0204,1.05,100.0,1,1,1,151,0,0,0,0
437864,2013,4,28,2013-04-28,16:08:00,3,GA,13,0,0,0,0,0.012,0.0,33.6543,-82.4636,33.6625,-82.4445,1.24,40.0,1,1,1,181,0,0,0,0
437865,2013,4,28,2013-04-28,17:42:00,3,SC,45,0,0,0,0,0.01,0.0,34.31,-80.91,34.31,-80.91,0.25,50.0,1,1,1,39,0,0,0,0
448502,2013,4,29,2013-04-29,12:01:00,3,TX,48,0,0,0,0,0.0,0.0,28.04,-97.38,28.0623,-97.3701,1.66,20.0,1,1,1,409,0,0,0,0
448519,2013,4,29,2013-04-29,12:26:00,3,TX,48,0,0,0,0,0.0,0.0,28.0958,-97.38,28.0973,-97.3798,0.1,10.0,1,1,1,409,0,0,0,0
448522,2013,4,29,2013-04-29,12:56:00,3,TX,48,0,0,0,0,0.0,0.0,28.4207,-97.1312,28.4238,-97.131,0.22,10.0,1,1,1,391,0,0,0,0
447440,2013,4,30,2013-04-30,11:56:00,3,FL,12,0,0,0,0,0.0,0.0,26.5811,-80.0376,26.5804,-80.0396,0.14,10.0,1,1,1,99,0,0,0,0
438094,2013,4,30,2013-04-30,16:18:00,3,TX,48,0,0,0,0,0.0,0.0,33.4475,-101.858,33.4475,-101.856,0.12,10.0,1,1,1,303,0,0,0,0
454080,2013,5,2,2013-05-02,11:25:00,3,FL,12,0,0,0,0,0.0,0.0,26.3754,-80.0834,26.3798,-80.0763,0.4,50.0,1,1,1,99,0,0,0,0
440000,2013,5,4,2013-05-04,19:14:00,3,FL,12,0,0,0,0,0.5,0.0,29.79,-81.43,29.78,-81.42,0.91,200.0,1,1,1,109,0,0,0,0
456906,2013,5,7,2013-05-07,16:10:00,3,ID,16,0,0,0,0,0.0,0.0,43.8993,-112.487,43.8899,-112.507,1.17,5.0,1,1,1,51,0,0,0,0
447858,2013,5,8,2013-05-08,13:54:00,3,CO,8,0,0,0,0,0.0,0.0,38.1,-102.43,38.1,-102.43,0.1,75.0,1,1,1,99,0,0,0,0
451149,2013,5,8,2013-05-08,16:00:00,3,SD,46,0,0,0,0,0.0,0.0,43.1,-97.35,43.1,-97.34,0.5,25.0,1,1,1,135,0,0,0,0
443610,2013,5,8,2013-05-08,16:55:00,3,TX,48,0,0,0,0,0.0,0.0,33.35,-100.48,33.35,-100.48,0.01,40.0,1,1,1,433,0,0,0,0
451821,2013,5,8,2013-05-08,17:20:00,3,ID,16,0,0,0,0,0.0,0.0,42.8019,-114.409,42.8121,-114.395,1.0,20.0,1,1,1,53,0,0,0,0
457661,2013,5,8,2013-05-08,17:30:00,3,KS,20,0,0,0,0,0.0,0.0,38.9745,-99.1969,38.9746,-99.1931,0.21,50.0,1,1,1,51,0,0,0,0
457651,2013,5,8,2013-05-08,17:30:00,3,KS,20,0,0,0,0,0.0,0.0,38.97,-99.2,38.9706,-99.1877,0.66,100.0,1,1,1,51,0,0,0,0
439195,2013,5,8,2013-05-08,17:39:00,3,KS,20,0,0,0,0,0.0,0.0,39.0,-99.02,39.0032,-99.0136,0.41,50.0,1,1,1,167,0,0,0,0
446587,2013,5,8,2013-05-08,19:18:00,3,OK,40,0,0,0,0,0.0,0.0,35.2691,-97.8899,35.2691,-97.8899,0.1,50.0,1,1,1,51,0,0,0,0
455564,2013,5,9,2013-05-09,14:31:00,3,MA,25,0,0,0,0,0.02,0.0,42.0981,-71.0962,42.1023,-71.0915,0.38,50.0,1,1,1,21,0,0,0,0
465038,2013,5,9,2013-05-09,16:00:00,3,OK,40,0,0,0,0,0.0,0.0,34.66,-98.95,34.66,-98.95,0.1,10.0,1,1,1,75,0,0,0,0
444292,2013,5,9,2013-05-09,16:30:00,3,OR,41,0,0,0,0,0.0,0.0,45.5209,-117.372,45.521,-117.372,0.1,10.0,1,1,1,63,0,0,0,0
451248,2013,5,9,2013-05-09,16:41:00,3,IL,17,0,0,0,0,0.0,0.0,39.5158,-89.1932,39.5237,-89.1922,0.55,20.0,1,1,1,21,0,0,0,0
465039,2013,5,9,2013-05-09,17:21:00,3,OK,40,0,0,0,0,0.0,0.0,34.5197,-99.3905,34.5197,-99.3905,0.1,20.0,1,1,1,65,0,0,0,0
457119,2013,5,9,2013-05-09,18:14:00,3,IN,18,0,0,0,0,0.002,0.0,39.3759,-87.4145,39.3758,-87.4118,0.14,20.0,1,1,1,167,0,0,0,0
457052,2013,5,9,2013-05-09,18:24:00,3,IN,18,0,0,0,0,0.0015,0.0,39.388,-87.3101,39.3895,-87.3122,0.15,20.0,1,1,1,167,0,0,0,0
456343,2013,5,9,2013-05-09,22:35:00,3,LA,22,0,0,0,0,0.01,0.0,30.6825,-93.4706,30.6897,-93.4553,1.04,20.0,1,1,1,11,0,0,0,0
451363,2013,5,10,2013-05-10,00:45:00,3,LA,22,0,0,0,0,0.025,0.0,30.0176,-93.1707,30.0072,-93.1619,0.89,75.0,1,1,1,23,0,0,0,0
443198,2013,5,15,2013-05-15,16:33:00,3,TX,48,0,0,0,0,0.03,0.0,33.814,-97.881,33.825,-97.867,1.11,70.0,1,1,1,337,0,0,0,0
443091,2013,5,15,2013-05-15,17:14:00,3,TX,48,0,0,0,0,0.0,0.003,31.655,-98.58,31.639,-98.525,3.42,50.0,1,1,1,333,0,0,0,0
446638,2013,5,15,2013-05-15,17:34:00,3,OK,40,0,0,0,0,0.02,0.0,34.7805,-96.7083,34.7844,-96.7008,0.5,50.0,1,1,1,123,0,0,0,0
443199,2013,5,15,2013-05-15,17:41:00,3,TX,48,0,0,0,0,0.0,0.02,32.771,-98.072,32.77,-98.067,0.3,50.0,1,1,1,363,0,0,0,0
443200,2013,5,15,2013-05-15,17:50:00,3,TX,48,0,1,1,0,0.1,0.0,33.845,-97.683,33.857,-97.673,1.01,200.0,1,1,1,337,0,0,0,0
443201,2013,5,15,2013-05-15,17:51:00,3,TX,48,0,1,0,0,0.125,0.0,33.434,-97.89,33.481,-97.862,3.63,240.0,1,1,1,337,0,0,0,0
443203,2013,5,15,2013-05-15,18:03:00,3,TX,48,0,1,0,0,0.06,0.0,32.747,-98.0302,32.7365,-97.9991,1.95,400.0,1,1,1,367,0,0,0,0
444349,2013,5,15,2013-05-15,18:18:00,3,TX,48,0,0,0,0,0.04,0.0,33.841,-97.589,33.838,-97.573,0.94,150.0,1,1,1,337,0,0,0,0
443340,2013,5,15,2013-05-15,18:22:00,3,TX,48,0,0,0,0,0.0,0.02,32.72,-97.942,32.718,-97.934,0.49,70.0,1,1,1,367,0,0,0,0
443342,2013,5,15,2013-05-15,18:35:00,3,TX,48,0,0,0,0,0.0,0.01,33.408,-97.6719,33.408,-97.66,0.69,25.0,1,1,1,497,0,0,0,0
443345,2013,5,15,2013-05-15,18:53:00,3,TX,48,0,0,0,0,0.04,0.08,32.639,-97.806,32.641,-97.781,1.46,200.0,1,1,1,367,0,0,0,0
443090,2013,5,15,2013-05-15,18:58:00,3,TX,48,0,4,54,6,143.0,0.0,32.412,-97.754,32.438,-97.7243,2.5,400.0,1,1,1,221,0,0,0,0
443349,2013,5,15,2013-05-15,19:05:00,3,TX,48,0,0,0,0,0.02,0.0,32.566,-97.675,32.566,-97.673,0.12,20.0,1,1,1,367,0,0,0,0
443350,2013,5,15,2013-05-15,19:09:00,3,TX,48,0,1,0,0,0.36,0.01,32.356,-97.633,32.351,-97.592,2.44,300.0,1,1,1,221,251,0,0,0
443352,2013,5,15,2013-05-15,19:19:00,3,TX,48,0,0,0,0,0.01,0.0,32.555,-97.664,32.554,-97.661,0.19,30.0,1,1,1,251,0,0,0,0
443354,2013,5,15,2013-05-15,19:34:00,3,TX,48,0,0,0,0,0.0,0.01,31.512,-98.135,31.515,-98.135,0.21,30.0,1,1,1,193,0,0,0,0
443355,2013,5,15,2013-05-15,19:35:00,3,TX,48,0,0,0,0,0.0,0.02,31.502,-98.145,31.506,-98.128,1.04,40.0,1,1,1,193,0,0,0,0
443356,2013,5,15,2013-05-15,20:12:00,3,TX,48,0,3,7,0,124.0,0.0,32.255,-97.495,32.339,-97.406,7.79,1733.0,1,1,1,251,0,0,0,0
443357,2013,5,15,2013-05-15,20:45:00,3,TX,48,0,0,0,0,0.0,0.02,32.311,-97.297,32.311,-97.275,1.28,400.0,1,1,1,251,0,0,0,0
443358,2013,5,15,2013-05-15,23:05:00,3,TX,48,0,1,1,0,0.65,0.0,32.325,-96.631,32.364,-96.536,6.17,400.0,1,1,1,139,0,0,0,0
440393,2013,5,16,2013-05-16,13:20:00,3,TX,48,0,1,1,0,0.1,0.0,32.4911,-94.1534,32.4852,-94.1299,1.43,500.0,1,1,1,203,0,0,0,0
440394,2013,5,16,2013-05-16,13:34:00,3,TX,48,0,1,0,0,0.05,0.0,32.4636,-94.0565,32.4597,-94.0509,0.42,200.0,1,1,1,203,0,0,0,0
440396,2013,5,16,2013-05-16,13:39:00,3,LA,22,0,1,1,0,0.25,0.0,32.4468,-93.9625,32.408,-93.8855,5.23,1400.0,1,1,1,17,0,0,0,0
444290,2013,5,16,2013-05-16,14:05:00,3,LA,22,0,0,0,0,0.0,0.0,32.3345,-93.8128,32.3303,-93.7705,2.48,350.0,1,1,1,17,31,0,0,0
443675,2013,5,17,2013-05-17,13:00:00,3,AL,1,0,0,0,0,0.05,0.0,34.76,-86.9748,34.7867,-86.959,2.04,50.0,1,1,1,83,0,0,0,0
443676,2013,5,17,2013-05-17,13:45:00,3,AL,1,0,0,0,0,0.1,0.0,34.9546,-86.8794,34.9566,-86.8782,0.15,50.0,1,1,1,83,0,0,0,0
442482,2013,5,17,2013-05-17,15:54:00,3,NE,31,0,0,0,0,0.0,0.0,42.7813,-103.4,42.82,-103.4,2.67,50.0,1,1,1,45,0,0,0,0
452263,2013,5,17,2013-05-17,16:45:00,3,MN,27,0,0,0,0,0.0,0.0,43.83,-95.215,43.83,-95.205,0.5,50.0,1,1,1,33,0,0,0,0
452267,2013,5,17,2013-05-17,17:10:00,3,MN,27,0,0,0,0,0.0,0.0,43.72,-95.175,43.72,-95.165,0.5,50.0,1,1,1,63,0,0,0,0
443359,2013,5,17,2013-05-17,18:34:00,3,TX,48,0,0,0,0,0.0,0.005,32.99,-98.81,32.98,-98.797,1.02,75.0,1,1,1,503,0,0,0,0
443360,2013,5,17,2013-05-17,18:50:00,3,TX,48,0,1,0,0,0.08,0.0,32.999,-98.784,32.9615,-98.8145,3.14,20.0,1,1,1,503,0,0,0,0
457700,2013,5,18,2013-05-18,16:27:00,3,KS,20,0,0,0,0,0.0,0.0,38.7602,-99.8556,38.7798,-99.8075,2.92,100.0,1,1,1,195,0,0,0,0
442492,2013,5,18,2013-05-18,16:58:00,3,NE,31,0,0,0,0,0.0,0.0,41.7303,-102.85,41.7447,-102.85,1.0,50.0,1,1,1,123,0,0,0,0
457699,2013,5,18,2013-05-18,17:03:00,3,KS,20,0,0,0,0,0.0,0.0,38.6771,-99.7453,38.6794,-99.7404,0.31,100.0,1,1,1,135,0,0,0,0
457690,2013,5,18,2013-05-18,17:09:00,3,KS,20,0,1,0,0,0.0,0.0,38.8509,-99.5849,38.8665,-99.5602,1.71,50.0,1,1,1,51,0,0,0,0
457692,2013,5,18,2013-05-18,17:37:00,3,KS,20,0,0,0,0,0.0,0.0,38.8259,-99.4319,38.8293,-99.4225,0.56,50.0,1,1,1,51,0,0,0,0
457695,2013,5,18,2013-05-18,18:18:00,3,KS,20,0,4,0,0,0.14,0.0,38.1429,-99.4706,38.231,-99.4301,7.0,1100.0,1,1,1,145,0,0,0,0
457698,2013,5,18,2013-05-18,18:49:00,3,KS,20,0,1,0,0,0.0,0.0,38.2011,-99.2768,38.2258,-99.3187,4.0,100.0,1,1,1,145,0,0,0,0
457697,2013,5,18,2013-05-18,19:10:00,3,KS,20,0,0,0,0,0.0,0.0,38.242,-99.1818,38.2563,-99.1484,2.06,100.0,1,1,1,145,0,0,0,0
441423,2013,5,18,2013-05-18,21:35:00,3,KS,20,0,1,0,0,0.0,0.0,39.486,-97.278,39.581,-97.233,6.99,75.0,1,1,1,27,201,0,0,0
441425,2013,5,18,2013-05-18,22:00:00,3,KS,20,0,0,0,0,0.0,0.0,39.811,-97.056,39.814,-97.051,0.34,50.0,1,1,1,201,0,0,0,0
441873,2013,5,19,2013-05-19,14:10:00,3,KS,20,0,0,0,0,0.0,0.0,37.4504,-97.6697,37.4565,-97.6627,0.57,50.0,1,1,1,191,0,0,0,0
441874,2013,5,19,2013-05-19,14:19:00,3,KS,20,0,0,0,0,0.0,0.0,37.4937,-97.5864,37.5028,-97.5775,0.8,50.0,1,1,1,173,0,0,0,0
441880,2013,5,19,2013-05-19,14:37:00,3,KS,20,0,2,0,0,0.0,0.0,37.5797,-97.5061,37.6099,-97.4309,4.61,300.0,1,1,1,173,0,0,0,0
441883,2013,5,19,2013-05-19,15:12:00,3,KS,20,0,0,0,0,0.0,0.0,37.14,-97.49,37.1409,-97.4824,0.42,50.0,1,1,1,191,0,0,0,0
451523,2013,5,19,2013-05-19,15:22:00,3,OK,40,0,1,0,0,0.0,0.0,35.624,-97.481,35.643,-97.406,4.5,900.0,1,1,1,109,0,0,0,0
451524,2013,5,19,2013-05-19,15:33:00,3,OK,40,0,1,0,0,0.0,0.0,35.6534,-97.3621,35.6544,-97.3523,0.54,200.0,1,1,1,109,0,0,0,0
441893,2013,5,19,2013-05-19,15:39:00,3,KS,20,0,0,0,0,0.0,0.0,37.0311,-97.4673,37.0322,-97.4589,0.47,50.0,1,1,1,191,0,0,0,0
441894,2013,5,19,2013-05-19,15:40:00,3,KS,20,0,0,0,0,0.0,0.0,37.0333,-97.4151,37.0337,-97.4079,0.4,50.0,1,1,1,191,0,0,0,0
451533,2013,5,19,2013-05-19,15:41:00,3,OK,40,0,3,4,0,0.0,0.0,35.693,-97.232,35.847,-96.92,20.84,1200.0,1,1,1,109,83,81,0,0
441895,2013,5,19,2013-05-19,15:46:00,3,KS,20,0,0,0,0,0.0,0.0,37.3404,-97.1549,37.3461,-97.1442,0.71,50.0,1,1,1,35,0,0,0,0
450156,2013,5,19,2013-05-19,15:51:00,3,NE,31,0,1,0,0,0.04,0.0,41.439,-98.365,41.442,-98.363,0.23,25.0,1,1,1,77,0,0,0,0
441899,2013,5,19,2013-05-19,15:55:00,3,KS,20,0,1,0,0,0.0,0.0,37.3705,-97.0941,37.3865,-97.0675,1.84,60.0,1,1,1,35,0,0,0,0
441898,2013,5,19,2013-05-19,16:05:00,3,KS,20,0,0,0,0,0.0,0.0,38.59,-97.08,38.5946,-97.0738,0.46,50.0,1,1,1,115,0,0,0,0
441488,2013,5,19,2013-05-19,16:17:00,3,KS,20,0,0,0,0,0.0,0.0,38.6138,-97.0632,38.6138,-97.0632,0.1,25.0,1,1,1,41,0,0,0,0
441426,2013,5,19,2013-05-19,16:27:00,3,KS,20,0,1,0,0,0.0,0.0,38.3232,-96.207,38.4306,-96.1131,9.0,75.0,1,1,1,111,0,0,0,0
441897,2013,5,19,2013-05-19,16:59:00,3,KS,20,0,0,0,0,0.0,0.0,37.0944,-97.056,37.0958,-97.0529,0.19,50.0,1,1,1,35,0,0,0,0
451505,2013,5,19,2013-05-19,17:00:00,3,OK,40,0,4,10,2,0.0,0.0,35.2531,-97.3001,35.423,-96.981,23.0,1500.0,1,1,1,27,125,0,0,0
440819,2013,5,19,2013-05-19,17:32:00,3,IA,19,0,0,0,0,0.004,0.0,41.5878,-94.0668,41.6039,-94.0329,2.08,100.0,1,1,1,49,0,0,0,0
